email,timestamp,emotion,confidence,model_type
test@gmail.com,2025-03-10 00:14:26,neutral,0.4818945229053497,unknown
test@gmail.com,2025-03-10 00:14:27,neutral,0.5103869438171387,unknown
test@gmail.com,2025-03-10 00:14:27,anger,0.526829719543457,unknown
test@gmail.com,2025-03-10 00:14:27,sad,0.3579229414463043,unknown
test@gmail.com,2025-03-10 00:14:27,sad,0.4108235538005829,unknown
test@gmail.com,2025-03-10 00:14:27,sad,0.3278826475143432,unknown
test@gmail.com,2025-03-10 00:14:27,sad,0.5016435384750366,unknown
test@gmail.com,2025-03-10 00:14:27,sad,0.5016435384750366,unknown
test@gmail.com,2025-03-10 00:14:27,sad,0.7616060972213745,unknown
test@gmail.com,2025-03-10 00:14:27,anger,0.4608910083770752,unknown
test@gmail.com,2025-03-10 00:14:27,anger,0.4608910083770752,unknown
test@gmail.com,2025-03-10 00:14:27,sad,0.5228121280670166,unknown
test@gmail.com,2025-03-10 00:14:27,anger,0.5258920788764954,unknown
test@gmail.com,2025-03-10 00:14:27,anger,0.5120503306388855,unknown
test@gmail.com,2025-03-10 00:14:28,anger,0.550511360168457,unknown
test@gmail.com,2025-03-10 00:14:28,anger,0.6252996921539307,unknown
test@gmail.com,2025-03-10 00:14:28,anger,0.6252996921539307,unknown
test@gmail.com,2025-03-10 00:14:28,anger,0.6797733306884766,unknown
test@gmail.com,2025-03-10 00:14:28,anger,0.6821249723434448,unknown
test@gmail.com,2025-03-10 00:14:28,sad,0.9287765026092528,unknown
test@gmail.com,2025-03-10 00:14:28,sad,0.8394303321838379,unknown
test@gmail.com,2025-03-10 00:14:28,sad,0.8074213266372681,unknown
test@gmail.com,2025-03-10 00:14:28,sad,0.6659213304519653,unknown
test@gmail.com,2025-03-10 00:14:28,anger,0.5596311688423157,unknown
test@gmail.com,2025-03-10 00:14:28,sad,0.7883340120315552,unknown
test@gmail.com,2025-03-10 00:14:29,sad,0.7883340120315552,unknown
test@gmail.com,2025-03-10 00:14:32,sad,0.5962872505187988,unknown
test@gmail.com,2025-03-10 00:14:32,sad,0.5962872505187988,unknown
test@gmail.com,2025-03-10 00:14:32,sad,0.6298323273658752,unknown
test@gmail.com,2025-03-10 00:14:32,sad,0.920735478401184,unknown
test@gmail.com,2025-03-10 00:14:32,sad,0.920735478401184,unknown
test@gmail.com,2025-03-10 00:14:32,sad,0.6673769950866699,unknown
test@gmail.com,2025-03-10 00:14:32,sad,0.6751002669334412,unknown
test@gmail.com,2025-03-10 00:14:32,sad,0.6751002669334412,unknown
test@gmail.com,2025-03-10 00:14:32,anger,0.4179084897041321,unknown
test@gmail.com,2025-03-10 00:14:32,sad,0.822952389717102,unknown
test@gmail.com,2025-03-10 00:14:32,sad,0.822952389717102,unknown
test@gmail.com,2025-03-10 00:14:32,sad,0.5443021655082703,unknown
test@gmail.com,2025-03-10 00:14:32,sad,0.6899378895759583,unknown
test@gmail.com,2025-03-10 00:14:33,sad,0.6899378895759583,unknown
test@gmail.com,2025-03-10 00:14:33,anger,0.3776479959487915,unknown
test@gmail.com,2025-03-10 00:14:33,sad,0.5331782102584839,unknown
test@gmail.com,2025-03-10 00:14:33,sad,0.5331782102584839,unknown
test@gmail.com,2025-03-10 00:14:33,sad,0.4869810044765472,unknown
test@gmail.com,2025-03-10 00:14:33,sad,0.6806120872497559,unknown
test@gmail.com,2025-03-10 00:14:33,neutral,0.5753411054611206,unknown
test@gmail.com,2025-03-10 00:14:33,fear,0.946193516254425,unknown
test@gmail.com,2025-03-10 00:14:33,anger,0.5222924947738647,unknown
test@gmail.com,2025-03-10 00:14:33,anger,0.5222924947738647,unknown
test@gmail.com,2025-03-10 00:14:33,sad,0.9143496751785278,unknown
test@gmail.com,2025-03-10 00:14:34,sad,0.724530041217804,unknown
test@gmail.com,2025-03-10 00:14:34,sad,0.4385318756103515,unknown
test@gmail.com,2025-03-10 00:14:34,anger,0.3922424912452698,unknown
test@gmail.com,2025-03-10 00:14:34,anger,0.4754880666732788,unknown
test@gmail.com,2025-03-10 00:14:34,anger,0.4754880666732788,unknown
test@gmail.com,2025-03-10 00:14:34,anger,0.7222043871879578,unknown
test@gmail.com,2025-03-10 00:14:34,sad,0.3918143212795257,unknown
test@gmail.com,2025-03-10 00:14:34,sad,0.3918143212795257,unknown
test@gmail.com,2025-03-10 00:14:34,sad,0.4116960167884826,unknown
test@gmail.com,2025-03-10 00:14:34,sad,0.3319666683673858,unknown
